Unique ID,Job Title,Salary Estimate,Company Rating,Company Name,Company Location,Headquarters Location,Number of Employees,Date Founded,Type of Ownership,Industry,Sector,Revenue (USD),Quality Score
2134,Security Data Analyst -CTJ with Security Clearance,"$78,000.00",4.3,Microsoft Corporation,WA,Redmond,10000+ Employees,1975,Company - Public,Computer Hardware & Software,Information Technology,"$10,000,000,000+",5.25
2135,Data Analyst Junior,"$78,000.00",5.0,"Staffigo Technical Services, LLC",WA,Woodridge,51-200 Employees,2008,Company - Private,IT Services,Information Technology,"$50,000,000-$100,000,000",5.67
2136,Sr. Data Analyst,"$78,000.00",3.5,Serverlogic,WA,Tigard,1-50 Employees,1992,Company - Private,IT Services,Information Technology,"$10,000,000-$25,000,000",4.77
2137,Configuration/Data Management Analyst,"$78,000.00",4.2,NuWest Group,WA,Bellevue,51-200 Employees,1990,Company - Private,Staffing & Outsourcing,Business Services,"$25,000,000-$50,000,000",5.19
2138,Healthcare Business and Data Analyst,"$78,000.00",Unknown,Jon French / TechTalent Services,WA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,3.82
2139,Big Data Quality Analyst/Hadoop Testing analyst/ Hadoop Tester,"$78,000.00",4.6,Resource Informatics Group,WA,Irving,1-50 Employees,2012,Nonprofit Organization,IT Services,Information Technology,"$5,000,000-$10,000,000",5.43
2140,Product Marketing & Business/Data Analyst,"$78,000.00",Unknown,Ostendo Solutions,WA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,3.82
2141,Sr MDM Data Analyst (NOT A DEVELOPER),"$78,000.00",4.5,W3Global,WA,Frisco,201-500 Employees,2006,Company - Private,Staffing & Outsourcing,Business Services,"$10,000,000-$25,000,000",5.37
2142,"Senior Data Analyst, Tax Technology (Level 6)","$78,000.00",Unknown,Amazon Corporate LLC,WA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,3.82
2143,BI/Data Analyst- Configuration Lead,"$78,000.00",3.6,Xoriant Corporation,WA,Sunnyvale,1001-5000 Employees,1990,Company - Private,IT Services,Information Technology,"$100,000,000-$500,000,000",4.83
2144,Active Directory Data Migration Analyst,"$78,000.00",3.4,Kelly IT,WA,Unknown,501-1000 Employees,Unknown,Company - Private,Staffing & Outsourcing,Business Services,Unknown,4.71
2145,Sr. Research Data Analyst,"$78,000.00",4.1,Johns Hopkins University,WA,Baltimore,10000+ Employees,1876,College / University,Colleges & Universities,Education,"$2,000,000,000-$5,000,000,000",5.13
2146,Configuration and Data Management Analyst,"$78,000.00",4.4,Protingent Staffing,WA,Bellevue,51-200 Employees,2001,Company - Private,Staffing & Outsourcing,Business Services,"$25,000,000-$50,000,000",5.31
2147,Sr. Business/Data Analyst,"$78,000.00",Unknown,Amazon Corporate LLC,WA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,3.82
2148,"Senior Data Analyst, Tax Technology","$78,000.00",Unknown,Amazon Corporate LLC,WA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,3.82
2149,Configuration/Data Management Analyst III,$nan,4.4,Protingent,WA,Bellevue,51-200 Employees,2001,Company - Private,Staffing & Outsourcing,Business Services,"$25,000,000-$50,000,000",
2150,Student Data Analyst,"$44,000.00",4.2,University of Georgia,GA,Athens,10000+ Employees,1785,College / University,Colleges & Universities,Education,"$2,000,000,000-$5,000,000,000",3.15
2151,Junior Data Analyst,"$44,000.00",5.0,"Staffigo Technical Services, LLC",GA,Woodridge,51-200 Employees,2008,Company - Private,IT Services,Information Technology,"$50,000,000-$100,000,000",3.63
2152,Data Analyst,"$44,000.00",5.0,"Staffigo Technical Services, LLC",GA,Woodridge,51-200 Employees,2008,Company - Private,IT Services,Information Technology,"$50,000,000-$100,000,000",3.63
2153,Data Analyst Junior,"$44,000.00",5.0,"Staffigo Technical Services, LLC",GA,Woodridge,51-200 Employees,2008,Company - Private,IT Services,Information Technology,"$50,000,000-$100,000,000",3.63
2154,Data Quality Analyst,"$51,500.00",3.8,Focal Systems,KS,Burlingame,1-50 Employees,2015,Company - Private,Computer Hardware & Software,Information Technology,"$1,000,000-$5,000,000",3.36
2155,SAP DATA ANALYST,"$51,500.00",3.4,"Advent Global Solutions, Inc.",KS,Houston,501-1000 Employees,1997,Company - Private,IT Services,Information Technology,"$100,000,000-$500,000,000",3.12
2156,SAP Data Analyst,"$51,500.00",Unknown,Advent Global Solutions - Special Instance,KS,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1.55
2157,"Data Analyst - Denver, CO","$62,000.00",3.8,CoreSite,CO,Denver,201-500 Employees,2001,Company - Public,IT Services,Information Technology,"$100,000,000-$500,000,000",3.99
2158,Inside Sales Data Analyst,"$62,000.00",4.0,Autodesk,CO,San Rafael,5001-10000 Employees,1982,Company - Public,Computer Hardware & Software,Information Technology,"$2,000,000,000-$5,000,000,000",4.11
2159,Data Analyst,"$62,000.00",3.6,Dire Wolf Digital,CO,Denver,51-200 Employees,2010,Company - Private,Computer Hardware & Software,Information Technology,Unknown,3.87
2160,"Senior Data Analyst, Sales Compensation","$62,000.00",4.0,Twilio,CO,San Francisco,1001-5000 Employees,2008,Company - Public,Internet,Information Technology,"$1,000,000,000-$2,000,000,000",4.11
2161,Data Analyst,"$62,000.00",3.8,BridgeView IT,CO,Denver,1-50 Employees,2005,Company - Private,IT Services,Information Technology,"$10,000,000-$25,000,000",3.99
2162,Data Analyst,"$62,000.00",3.1,Integrated Resources,CO,Edison,201-500 Employees,1996,Company - Private,Staffing & Outsourcing,Business Services,"$25,000,000-$50,000,000",3.57
2163,Data Analyst,"$62,000.00",4.3,"Paramount Software Solutions, Inc",CO,Alpharetta,51-200 Employees,1997,Company - Private,IT Services,Information Technology,"$10,000,000-$25,000,000",4.29
2164,Data Analyst,"$62,000.00",2.9,Wipro Ltd.,CO,Bengaluru,10000+ Employees,1945,Company - Public,IT Services,Information Technology,"$5,000,000,000-$10,000,000,000",3.45
2165,Data Analyst,"$62,000.00",3.2,GDKN,CO,Cooper City,201-500 Employees,1993,Company - Private,Staffing & Outsourcing,Business Services,"$5,000,000-$10,000,000",3.63
2166,Data Analyst,"$62,000.00",3.8,Mondo,CO,New York,51-200 Employees,2000,Company - Private,Staffing & Outsourcing,Business Services,"$100,000,000-$500,000,000",3.99
2167,Reporting / Data Analyst,"$62,000.00",5.0,Strive Health,CO,Denver,1-50 Employees,2018,Company - Private,Health Care Services & Hospitals,Health Care,Unknown,4.71
2168,Data Support Analyst,"$62,000.00",4.1,Collabera,Ar,Basking Ridge,10000+ Employees,1991,Company - Private,IT Services,Information Technology,"$500,000,000 to $1,000,000,000",4.17
2169,Marketing Data Analyst,"$62,000.00",3.9,Gloo,CO,Boulder,51-200 Employees,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,"$1,000,000-$5,000,000",4.05
2170,Data Analyst,"$62,000.00",3.4,Advent Global Solutions,CO,Houston,501-1000 Employees,1997,Company - Private,IT Services,Information Technology,"$100,000,000-$500,000,000",3.75
2171,Data Analyst,"$62,000.00",4.0,Hotel Engine,CO,Denver,51-200 Employees,2015,Company - Private,"Hotels, Motels, & Resorts",Travel & Tourism,Unknown,4.11
2172,Data Analyst,"$62,000.00",3.3,PROLIM Global Corporation,CO,Farmington Hills,201-500 Employees,2005,Company - Private,Enterprise Software & Network Solutions,Information Technology,"$25,000,000-$50,000,000",3.69
2173,Junior Data Analyst,"$62,000.00",5.0,"Staffigo Technical Services, LLC",CO,Woodridge,51-200 Employees,2008,Company - Private,IT Services,Information Technology,"$50,000,000-$100,000,000",4.71
2174,Vendor Master Data Associate Analyst,"$62,000.00",3.5,Xcel Energy,CO,Minneapolis,10000+ Employees,1909,Company - Public,Utilities,"Oil, Gas, Energy & Utilities","$10,000,000,000+",3.81
2175,Systems & Data Analyst,"$62,000.00",3.7,Boeing,CO,Chicago,10000+ Employees,1916,Company - Public,Aerospace & Defense,Aerospace & Defense,"$10,000,000,000+",3.93
2176,Data Analyst...........................!,"$62,000.00",3.7,Infotree Service Inc,CO,Canton,51-200 Employees,2004,Company - Private,Advertising & Marketing,Business Services,"$1,000,000-$5,000,000",3.93
2177,HealthCare Data Analyst - SQL and Python,"$62,000.00",3.6,CitiusTech,CO,Mumbai,1001-5000 Employees,2005,Company - Private,IT Services,Information Technology,"$100,000,000-$500,000,000",3.87
2178,BI/Data Analyst,"$62,000.00",3.8,Apex Systems,Ar,Glen Allen,1001-5000 Employees,1995,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,"$2,000,000,000-$5,000,000,000",3.99
2179,Data Analyst,"$62,000.00",5.0,"Staffigo Technical Services, LLC",CO,Woodridge,51-200 Employees,2008,Company - Private,IT Services,Information Technology,"$50,000,000-$100,000,000",4.71
2180,Business Data Analyst,"$62,000.00",4.8,MIRACORP,CO,Gilbert,51-200 Employees,Unknown,Company - Private,Consulting,Business Services,"$5,000,000-$10,000,000",4.59
2181,Data Analyst,"$62,000.00",5.0,"Edison Software, Inc.",CO,San Jose,51-200 Employees,Unknown,Company - Private,Computer Hardware & Software,Information Technology,"$1,000,000-$5,000,000",4.71
2182,Soapbox Data Analyst,"$62,000.00",4.6,The Motley Fool,CO,Alexandria,201-500 Employees,1993,Company - Private,Internet,Information Technology,Unknown,4.47
2183,Senior Data Quality Analyst,"$70,000.00",3.5,Ibotta,CO,Denver,501-1000 Employees,2012,Company - Private,Internet,Information Technology,Unknown,4.29
2184,Data Analyst,"$70,000.00",3.7,TA Digital,CO,Newark,501-1000 Employees,2000,Company - Private,Computer Hardware & Software,Information Technology,"$25,000,000-$50,000,000",4.41
2185,DMV/DC Data Services Analyst - Analyst II,"$70,000.00",3.3,State of Colorado,CO,Denver,10000+ Employees,Unknown,Government,State & Regional Agencies,Government,Unknown,4.17
2186,Data Analyst/Data engineer/Data Management,"$70,000.00",4.1,Collabera,Ar,Basking Ridge,10000+ Employees,1991,Company - Private,IT Services,Information Technology,"$500,000,000 to $1,000,000,000",4.65
2187,Data Experience Analyst,"$70,000.00",3.6,Charles Schwab Corporation,CO,San Francisco,10000+ Employees,1973,Company - Public,Investment Banking & Asset Management,Finance,"$5,000,000,000-$10,000,000,000",4.35
2188,Data Analyst,"$70,000.00",3.1,"Quicksilver Scientific, Inc",CO,Louisville,51-200 Employees,2007,Company - Private,Health Care Products Manufacturing,Manufacturing,"$25,000,000-$50,000,000",4.05
2189,Procurement Data Analyst,"$70,000.00",3.8,Lockheed Martin,CO,Bethesda,10000+ Employees,1995,Company - Public,Aerospace & Defense,Aerospace & Defense,"$10,000,000,000+",4.47
2190,Mutual Fund Data Analyst (JR1013810) - Contract,"$70,000.00",3.5,Broadridge,CO,Lake Success,10000+ Employees,2007,Company - Public,Financial Transaction Processing,Finance,"$5,000,000,000-$10,000,000,000",4.29
2191,Data Science Analyst,"$70,000.00",5.0,xentity corporation,CO,Lakewood,51-200 Employees,2001,Company - Private,IT Services,Information Technology,"$5,000,000-$10,000,000",5.19
2192,Data Analyst,"$70,000.00",Unknown,Private,CO,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,3.13
2193,Data Analyst,"$70,000.00",4.1,Kforce,CO,Tampa,10000+ Employees,1966,Company - Public,Staffing & Outsourcing,Business Services,"$1,000,000,000-$2,000,000,000",4.65
2194,GAO Analyst (Data Analysis),"$70,000.00",3.5,Government Accountability Office,CO,Washington,1001-5000 Employees,1921,Government,Federal Agencies,Government,Unknown,4.29
2195,IT Data Analyst,"$70,000.00",3.5,Century Communities,Ar,Greenwood Village,501-1000 Employees,2002,Company - Public,Construction,"Construction, Repair & Maintenance","$500,000,000 to $1,000,000,000",4.29
2196,Lead Geophysical Data Analyst,"$70,000.00",3.6,Weston Solutions,CO,West Chester,1001-5000 Employees,1957,Company - Private,Oil & Gas Services,"Oil, Gas, Energy & Utilities","$500,000,000 to $1,000,000,000",4.35
2197,Data Analyst,"$70,000.00",4.7,Voca,CO,Rochester,201-500 Employees,2005,Company - Private,Staffing & Outsourcing,Business Services,Unknown,5.01
2198,Data Analyst- Growth Operations,"$70,000.00",3.0,RxRevu,CO,Denver,1-50 Employees,Unknown,Company - Private,Health Care Services & Hospitals,Health Care,Unknown,3.99
2199,"Associate Business Analyst, Data Provisioning","$70,000.00",3.5,Recondo Technology,CO,Denver,51-200 Employees,2007,Company - Private,Enterprise Software & Network Solutions,Information Technology,"$25,000,000-$50,000,000",4.29
2200,Data Analyst,"$70,000.00",Unknown,"TechAspect Solutions, Inc. dba TA Digital",CO,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,3.13
2201,Technical Lead- I Data Analyst,"$70,000.00",2.6,Y-Axis Inc,CO,West Windsor,1-50 Employees,Unknown,Company - Private,Consulting,Business Services,"<$1,000,000",3.75
2202,Financial Data Analyst,"$70,000.00",Unknown,Black Knight Financial Technology Solutions,CO,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,3.13
2203,Data Analyst,"$70,000.00",3.3,ClientSolv Technologies,CO,Greenwood Village,51-200 Employees,1994,Company - Private,IT Services,Information Technology,"$10,000,000-$25,000,000",4.17
2204,DMV/DC Data Services Analyst – Analyst II,"$70,000.00",3.3,State of Colorado,CO,Denver,10000+ Employees,Unknown,Government,State & Regional Agencies,Government,Unknown,4.17
2205,Data Security Analyst,"$70,000.00",2.5,"Avacend, Inc.",CO,Alpharetta,51-200 Employees,Unknown,Company - Private,Staffing & Outsourcing,Business Services,Unknown,3.69
2206,Marketing Data Analyst,"$70,000.00",5.0,Goldstone Partners,CO,Denver,1-50 Employees,Unknown,Company - Private,Staffing & Outsourcing,Business Services,"<$1,000,000",5.19
2207,Data Analyst,"$70,000.00",5.0,xentity corporation,CO,Lakewood,51-200 Employees,2001,Company - Private,IT Services,Information Technology,"$5,000,000-$10,000,000",5.19
2208,Data Analyst (W2 Contract Position),"$70,000.00",3.7,Infotree Service Inc,CO,Canton,51-200 Employees,2004,Company - Private,Advertising & Marketing,Business Services,"$1,000,000-$5,000,000",4.41
2209,SQL Data Analyst / ETL Developer,"$70,000.00",4.0,Unison Systems Inc.,CO,Greenwood Village,1-50 Employees,Unknown,Company - Private,Unknown,Unknown,"$1,000,000-$5,000,000",4.59
2210,"{""title"":""GAO Analyst (Data Analysis)"",""extended"":{""opening_type"":null}}","$70,000.00",4.3,Legislative Branch,CO,Atlanta,501-1000 Employees,1789,Government,State & Regional Agencies,Government,Unknown,4.77
2211,Lead HR & Data Governance Analyst,"$78,500.00",3.0,CenturyLink,CO,Monroe,10000+ Employees,1930,Company - Public,"Cable, Internet & Telephone Providers",Telecommunications,"$10,000,000,000+",4.5
2212,Data Base Programmer/Analyst,"$78,500.00",3.7,22nd Century Technologies,CO,Somerset,1001-5000 Employees,1997,Company - Private,IT Services,Information Technology,"$25,000,000-$50,000,000",4.92
2213,"Data Analyst 3, Customer Experience","$78,500.00",3.6,Comcast,CO,Philadelphia,10000+ Employees,1963,Company - Public,Unknown,Unknown,"$10,000,000,000+",4.86
2214,Data Base Programmer/Analyst,"$78,500.00",2.5,"Avacend, Inc.",CO,Alpharetta,51-200 Employees,Unknown,Company - Private,Staffing & Outsourcing,Business Services,Unknown,4.2
2215,Sr. Data Analyst,"$78,500.00",3.5,WellDyneRx LLC,CO,Lakeland,501-1000 Employees,1990,Company - Private,Health Care Services & Hospitals,Health Care,Unknown,4.8
2216,Actuarial Data & Visualization Analyst,"$78,500.00",4.2,DW Simpson,CO,Chicago,51-200 Employees,1989,Company - Private,Staffing & Outsourcing,Business Services,"$10,000,000-$25,000,000",5.22
2217,Technical Data Analyst - X,"$78,500.00",4.1,Source of Future Technology Inc,CO,New York,1-50 Employees,1981,Company - Private,Computer Hardware & Software,Information Technology,"$5,000,000-$10,000,000",5.16
2218,"Data Analytics, Senior Analyst","$78,500.00",4.0,Kaiser Permanente,CO,Oakland,10000+ Employees,1945,Nonprofit Organization,Health Care Services & Hospitals,Health Care,"$10,000,000,000+",5.1
2219,Financial Data Analyst,"$78,500.00",2.9,Black Knight Financial Services,CO,Jacksonville,5001-10000 Employees,2013,Company - Public,IT Services,Information Technology,"<$1,000,000",4.44
2220,"MDG Functional Data Analyst-Greenwood Village, CO","$78,500.00",5.0,Georgia IT Inc.,Ar,Alpharetta,1-50 Employees,Unknown,Company - Private,Unknown,Unknown,"<$1,000,000",5.7
2221,Data Analyst Junior,"$78,500.00",5.0,"Staffigo Technical Services, LLC",CO,Woodridge,51-200 Employees,2008,Company - Private,IT Services,Information Technology,"$50,000,000-$100,000,000",5.7
2222,Data Security Analyst,"$78,500.00",4.3,22nd Century Staffing,CO,McLean,51-200 Employees,Unknown,Company - Private,Staffing & Outsourcing,Business Services,"$5,000,000-$10,000,000",5.28
2223,"Data Analyst - Aurora, IL","$78,500.00",2.6,Signature Retail Services,CO,Aurora,501-1000 Employees,1991,Company - Private,Home Centers & Hardware Stores,Retail,Unknown,4.26
2224,Data Security Analyst,"$78,500.00",4.1,"Mavensoft Technologies, LLC.",CO,Beaverton,1-50 Employees,Unknown,Company - Private,IT Services,Information Technology,"<$1,000,000",5.16
2225,Sr Data Analyst,"$78,500.00",3.7,Global Healthcare Exchange,CO,Louisville,501-1000 Employees,2000,Company - Private,Enterprise Software & Network Solutions,Information Technology,"$10,000,000-$25,000,000",4.92
2226,Data Analyst - Junior,"$78,500.00",5.0,"Staffigo Technical Services, LLC",CO,Woodridge,51-200 Employees,2008,Company - Private,IT Services,Information Technology,"$50,000,000-$100,000,000",5.7
2227,Data Base Programmer/Analyst,"$78,500.00",3.3,V.L.S. Systems,CO,Chantilly,201-500 Employees,2006,Company - Private,Consulting,Business Services,"$25,000,000-$50,000,000",4.68
2228,Senior Business/Data Analyst,"$78,500.00",2.7,TechUSA,CO,Millersville,1001-5000 Employees,1998,Company - Private,Staffing & Outsourcing,Business Services,"$100,000,000-$500,000,000",4.32
2229,Application Data Analyst,"$78,500.00",3.8,Apex Systems,Ar,Glen Allen,1001-5000 Employees,1995,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,"$2,000,000,000-$5,000,000,000",4.98
2230,Data Analyst-(Remote- All across US),"$78,500.00",3.0,CenturyLink,CO,Monroe,10000+ Employees,1930,Company - Public,"Cable, Internet & Telephone Providers",Telecommunications,"$10,000,000,000+",4.5
2231,Sr Data Analyst,"$78,500.00",2.8,GHX,CO,Houston,501-1000 Employees,1937,Subsidiary or Business Segment,Wholesale,Business Services,"$100,000,000-$500,000,000",4.38
